uid, name, address, discord_handle, option, weight, time
7191,robin,0x27aa5a880b512beaf40d1b2e0f256b09f5711444,Victor.D.F#2920,Hal#2050,1,2023-02-24 14:04:22
12858,shawnw,0x27b503fd677dd889ea3e7804df492d2d809e6052,shawn#7046,签到票,1,2023-02-24 14:17:24
7027,Alex,0x42b81011a367d3c7f4e4b570fadd51209c93f287,alex🐋.eth#3436,Hal#2050,1,2023-02-24 14:27:06
29609,pm3,0x52ff0010d4058bb726725ad76f542c53033d67a1,ChrisZ#5970,Hal#2050,1,2023-02-24 14:27:39
27191,owenzhang,0x29faeb62f4e9e1456c2feed5c6f27b13fae91dae,Owen zhang#5158,Hal#2050,1,2023-02-24 14:32:29
27395,Co1dRainNight,0x800819b08c66a1ecbea09e4b64c7e3412c104df5,ColdRainNight#6347,Hal#2050,1,2023-02-24 14:37:26
12410,RickyWang,0x7ea1eaa27b313d04d359bf3e654fe927376e31bb,fatfingererr#0697,Hal#2050,1,2023-02-24 14:43:00
7654,dutypb.lookme,0x5ecc0ea06cc6ccdcf52aa0d1139c2813bb6ebef4,,Hal#2050,1,2023-02-24 14:48:55
26643,Manman,0x10b4bd1a211bdd057ea16a2e13c086f67b587b4b,Manman#6648,Hal#2050,1,2023-02-24 14:49:15
30976,xiaoyao,0x60859ed309e5553b39bd66edf1a3c26473da3b6b,,Hal#2050,1,2023-02-24 14:56:48
30087,lizi,0xb8aee482305b7b219704350786fce47847cec996,栗子#8207,Hal#2050,1,2023-02-24 14:59:05
28387,Fivea,0xc92a88e2d17887646a40ddb0ddbbbe5c2a72512c,Fivea#9602,Hal#2050,1,2023-02-24 14:59:21
27779,Thomas.dh,0x991b1ade06d49454fd7a2caeaf31f908e00d1c63,定慧 Thomas#3288,Hal#2050,1,2023-02-24 15:10:20
28605,VincentZZH,0x608a9358354a93581e686ac7ffde9d5fadbcb7e0,VincentZZH#3925,Hal#2050,1,2023-02-24 15:19:43
27690,Hoodrh,0xa6097a4adf23553623a7917bbbb28c7bb2a7775c,Hoodrh#6562,Hal#2050,1,2023-02-24 15:20:59
26408,lee.W,0xe02533f1b8bc4befd8561df63721a96936f978f9,lee0428#9835,Hal#2050,1,2023-02-24 15:20:59
26839,Bubble,0xfa860889ee6e3c715a5b76d998223df040b167da,Cheng#6436,Hal#2050,1,2023-02-24 15:22:55
33081,PhilHuang,0xd8652a853f4ac24c797faa02e4633bd69ac9394d,Phil.Huang#9473,Hal#2050,1,2023-02-24 15:31:21
30355,HotWolf,0xf3bf6bdfea27464840d53b07c33ea21c951d3746,HotWolf#3778,Hal#2050,1,2023-02-24 15:37:16
27783,whychris.eth,0xaba775acf88723e05db5546bae58f10c20a9f061,,Hal#2050,1,2023-02-24 16:04:19
27782,Tanghan,0x01175ef4738b825cd12f4d1ff2d2904d52144531,,Hal#2050,1,2023-02-24 16:04:55
34502,yii,0xc25f64d5a2ad90eb463388df6b5bafc468ba658e,haojuju#0060,Hal#2050,1,2023-02-24 16:05:58
7313,tovarishch.eth,0x597f0fdbb96485cd258777248052ff0e4781fe4c,舟舟 tovarishch.eth#1910,Hal#2050,1,2023-02-24 18:19:48
7390,Zephyr,0x615b95fefd5307964de2e38d544bb835c5b79717,,签到票,1,2023-02-24 20:31:50
30348,Hal,0xdafe3083bd4865ade8fea183c0e058a585bab68b,,Hal#2050,1,2023-02-24 22:14:22
30981,Yumingze,0x103af2b33400a4f955744a7f70e749435444f808,Yumingyuan#6586,Hal#2050,1,2023-02-24 23:00:34
34378,Lasperado,0x2bd9ba12f21bcfb80a8a4a632bfa407a6a23326b,lasperado#5429,签到票,1,2023-02-25 01:14:07
7517,RebeccaWONG,0x13e283646f203ef6b24cd5c8ed5dbbf29dd0d39f,rebeccawong.eth#3764,签到票,1,2023-02-25 01:19:42
30970,Jomosis,0x42b0765b70af2b6910f6281b3dc0c34a9cdbb65c,jomosis1997#0154,Hal#2050,1,2023-02-25 02:01:12
34133,wa1t0n,0x6bd68d667eccea663b2a2bee1311f7ad6c817602,wa1t0n#2571,Hal#2050,1,2023-02-25 02:10:16
12660,ScaSte,0x172697d24da16f36caf2fadc3e78b5a538fc858e,ScaSte#5829,Hal#2050,1,2023-02-25 02:39:40
27187,Roy,0xece2bbab13b8b7aa5d1f1832ec9b1527f11224c0,PatrickPDX#8802,签到票,1,2023-02-25 02:49:24
28351,sirs,0x9e89a144f7c05eb0d258b61a71d00bca79e42715,sirs#8914,Hal#2050,1,2023-02-25 03:06:22
30980,troublledyouth,0x20669775d663d9a461ef2b2efca8fe43954f4b13,,Hal#2050,1,2023-02-25 03:55:33
26637,joannYu,0x31e292ba33e01c3a9d3467890e2e5c99e1d6562b,,Hal#2050,1,2023-02-25 04:10:52
28349,Queeny,0x7a6ff8906f68c0ceafdd61c2e5d39834cf0b39f1,Queeny#4247,Hal#2050,1,2023-02-25 06:18:47
34638,SueTang,0x5e66f491a1caed9291b59a6297f1a9dd71294e05,SueT#6252,Hal#2050,1,2023-02-25 08:14:15
27186,wonder,0xcea9f52fb205846b0c2956ab347e078b564277f0,wonder#4252,Hal#2050,1,2023-02-25 08:39:13
31713,SuanNai,0xb8abe31a6caf1217d632190559b2c1fd909178ec,SuanNai#5420,Hal#2050,1,2023-02-25 11:03:02
