uid, name, address, discord_handle, option, weight, time
12858,shawnw,0x27b503fd677dd889ea3e7804df492d2d809e6052,shawn#7046,fatfingererr#0697,1,2023-02-24 14:16:56
29609,pm3,0x52ff0010d4058bb726725ad76f542c53033d67a1,ChrisZ#5970,fatfingererr#0697,1,2023-02-24 14:27:08
7027,Alex,0x42b81011a367d3c7f4e4b570fadd51209c93f287,alex🐋.eth#3436,fatfingererr#0697,1,2023-02-24 14:27:32
27191,owenzhang,0x29faeb62f4e9e1456c2feed5c6f27b13fae91dae,Owen zhang#5158,fatfingererr#0697,1,2023-02-24 14:33:11
27395,Co1dRainNight,0x800819b08c66a1ecbea09e4b64c7e3412c104df5,ColdRainNight#6347,fatfingererr#0697,1,2023-02-24 14:37:54
12410,RickyWang,0x7ea1eaa27b313d04d359bf3e654fe927376e31bb,fatfingererr#0697,fatfingererr#0697,1,2023-02-24 14:43:18
7654,dutypb.lookme,0x5ecc0ea06cc6ccdcf52aa0d1139c2813bb6ebef4,,fatfingererr#0697,1,2023-02-24 14:48:21
26643,Manman,0x10b4bd1a211bdd057ea16a2e13c086f67b587b4b,Manman#6648,fatfingererr#0697,1,2023-02-24 14:51:17
30976,xiaoyao,0x60859ed309e5553b39bd66edf1a3c26473da3b6b,,fatfingererr#0697,1,2023-02-24 14:56:21
30087,lizi,0xb8aee482305b7b219704350786fce47847cec996,栗子#8207,fatfingererr#0697,1,2023-02-24 14:58:40
28387,Fivea,0xc92a88e2d17887646a40ddb0ddbbbe5c2a72512c,Fivea#9602,fatfingererr#0697,1,2023-02-24 14:59:37
27711,ravenc,0x38f5df039b0f0fac72523eb0dea196c0e6811d4a,ravenc#7174,fatfingererr#0697,1,2023-02-24 15:02:31
27779,Thomas.dh,0x991b1ade06d49454fd7a2caeaf31f908e00d1c63,定慧 Thomas#3288,fatfingererr#0697,1,2023-02-24 15:09:23
28605,VincentZZH,0x608a9358354a93581e686ac7ffde9d5fadbcb7e0,VincentZZH#3925,fatfingererr#0697,1,2023-02-24 15:18:53
7191,robin,0x27aa5a880b512beaf40d1b2e0f256b09f5711444,Victor.D.F#2920,fatfingererr#0697,1,2023-02-24 15:18:55
27690,Hoodrh,0xa6097a4adf23553623a7917bbbb28c7bb2a7775c,Hoodrh#6562,fatfingererr#0697,1,2023-02-24 15:19:43
26408,lee.W,0xe02533f1b8bc4befd8561df63721a96936f978f9,lee0428#9835,fatfingererr#0697,1,2023-02-24 15:20:00
26839,Bubble,0xfa860889ee6e3c715a5b76d998223df040b167da,Cheng#6436,fatfingererr#0697,1,2023-02-24 15:24:01
33081,PhilHuang,0xd8652a853f4ac24c797faa02e4633bd69ac9394d,Phil.Huang#9473,fatfingererr#0697,1,2023-02-24 15:32:29
30355,HotWolf,0xf3bf6bdfea27464840d53b07c33ea21c951d3746,HotWolf#3778,fatfingererr#0697,1,2023-02-24 15:36:31
27783,whychris.eth,0xaba775acf88723e05db5546bae58f10c20a9f061,,fatfingererr#0697,1,2023-02-24 16:03:48
27782,Tanghan,0x01175ef4738b825cd12f4d1ff2d2904d52144531,,fatfingererr#0697,1,2023-02-24 16:04:26
34502,yii,0xc25f64d5a2ad90eb463388df6b5bafc468ba658e,haojuju#0060,fatfingererr#0697,1,2023-02-24 16:06:38
